UniProt	GeneName
A0A1B0GU71	CFAP97D2
Q8ND23	CARMIL3
A6NCS6	C2orf72
A8MZ97	C2orf74
Q96CT7	CCDC124
Q96EE4	CCDC126
Q8WV48	CCDC107
Q52MB2	CCDC184
Q96AQ1	CCDC74A
Q96LY2	CCDC74B
Q96PX6	CCDC85A
A0A1B0GTZ2	CCDC196
Q8ND61	C3orf20
Q96BT1	C3orf49
Q8N9H9	C1orf127
Q3SY05	LINC00303
Q8N1D5	C1orf158
Q6P1W5	C1orf94
O95561	C1orf105
A0A0U1RR37	C1orf232
Q5T7R7	C1orf185
Q5VU69	C1orf189
Q8WU43	C2orf15
Q5W0U4	BSPRY
Q6UXE8	BTNL3
Q6UWJ8	CD164L2
B2RNN3	C1QTNF9B
Q86Z23	C1QL4
Q9NWV4	C1orf123
Q5JVX7	C1orf141
Q5SNV9	C1orf167
Q5SVJ3	C1orf100
Q8IYL3	C1orf174
Q9NSG2	C1orf112
Q9BTV7	CABLES2
Q8N5C1	CALHM5
Q8IU53	CASC2
Q5NE16	CTSL3P
Q9NWW7	C2orf42
Q6ZVT6	C3orf67
A6NLC5	C3orf70
H3BU77	CCDC179
Q9BWC9	CCDC106
A0A0D9SF12	CCDC163
Q9Y2F9	BTBD3
Q96A19	CCDC102A
Q9Y4F5	CEP170B
Q9BXJ2	C1QTNF7
Q9H246	C1orf21
Q9BWL3	C1orf43
Q8N6N3	C1orf52
Q8WTZ4	CA5BP1
Q8NC38	ZNF436-AS1
A1L170	C1orf226
Q6ZS94	C1orf229
A8MX76	CAPN14
Q5JPF3	ANKRD36C
Q8N6D5	ANKRD29
Q53RE8	ANKRD39
Q5H913	ARL13A
Q6PI77	BHLHB9
Q6Q6R5	CRIP3
Q9NUP1	BLOC1S4
A6NE02	BTBD17
B2RXH4	BTBD18
Q8NDY6	BHLHE23
A4D250	BLACE
Q96B45	BORCS7
Q8NFQ5	BPIFB6
O00478	BTN3A3
A0A1B0GUI7	BRD3OS
Q5T3Y7	BVES-AS1
Q8IYA2	CCDC144CP
Q6NUI1	CCDC144NL
Q8NAE3	LINC01555
Q86UB2	BIVM
Q9H3Q1	CDC42EP4
P59051	BRWD1-AS2
A6QL63	BTBD11
Q6UX41	BTNL8
Q9NW68	BSDC1
B7Z1M9	C2CD4D
Q5VVC0	C1orf146
Q5SR53	PIK3CD-AS1
Q8WWF1	C1orf54
Q96HA4	C1orf159
Q9NX04	C1orf109
Q5T5A4	C1orf194
P59826	BPIFB3
Q8NFQ6	BPIFC
Q6PL45	BRICD5
Q96KV6	BTN2A3P
Q96K17	BTF3L4
Q96KE9	BTBD6
Q9GZN4	PRSS22
Q96L14	CEP170P1
Q9Y426	C2CD2
Q9NRR8	CDC42SE1
Q5VVS0	C1orf140
Q9BV19	C1orf50
Q5VUE5	C1orf53
Q8IVY1	C1orf210
Q8N6G1	LINC00337
Q8N1I8	CACTIN-AS1
Q86V35	CABP7
Q8N1D0	SLC22A18AS
Q6DHV5	CC2D2B
Q6ZSU1	CYP2G1P
P60827	C1QTNF8
Q96HQ2	CDKN2AIPNL
Q9H0H9	CYP4F30P
Q7Z5L3	C1QL2
Q8TAB5	C1orf216
Q5JT78	C1orf137
Q68D86	CCDC102B
A2RUR9	CCDC144A
Q3MJ40	CCDC144B
Q8TF44	C2CD4C
Q53TS8	C2CD6
Q9H425	C1orf198
Q5TG92	C1orf195
B1AJZ1	C1orf196
Q9HA72	CALHM2
A6NF34	ANTXRL
P59780	AP3S2
Q96DE5	ANAPC16
Q8NDY3	ADPRHL1
Q9Y4B4	RAD54L2
A2AJT9	BCLAF3
Q969J3	BORCS5
Q9BQP9	BPIFA3
Q86Y30	BAGE2
Q86Y29	BAGE3
Q86Y28	BAGE4
Q86Y27	BAGE5
Q8WUZ0	BCL7C
Q96FH0	BORCS8
Q8N4F0	BPIFB2
Q9C0B6	BRINP2
Q13072	BAGE
A8MTZ0	BBIP1
Q8N888	BCORP1
O15155	BET1
Q5H9J7	BEX5
Q6ZP65	BICDL1
A1A5D9	BICDL2
Q6AI39	BICRAL
A8MY62	LACTBL1
Q8NDZ0	BEND2
Q6ZU67	BEND4
Q8N7W2	BEND7
Q6P575	GUSBP11
C9JSJ3	BHMG1
Q6UXY1	BAIAP2L2
Q5H9B9	BMP2KL
Q9GZL8	BPESC1
O60756	BCE1
Q8NFC6	BOD1L1
Q9P281	BAHCC1
P0C6P0	NBEAP1
Q8IXM2	BAP18
Q5TH69	ARFGEF3
Q96IT6	ARHGAP5-AS1
Q6T311	ARL9
Q9UH62	ARMCX3
A0PK11	CLRN2
Q15846	CLUL1
Q96NS8	CLUHP3
Q6ZP68	ATP11AUN
Q5VV63	ATRNL1
Q156A1	ATXN8
Q5T686	AVPI1
Q9P000	COMMD9
Q9Y6G5	COMMD10
Q9UQ03	CORO2B
Q2UY09	COL28A1
Q6UX72	B3GNT9
Q76KP1	B4GALNT4
P0C853	BAALC-AS2
Q8NHP1	AKR7L
Q4VNC0	ATP13A5
O94823	ATP10B
Q8IUZ5	PHYKPL
P48201	ATP5MC3
Q7Z4Y8	ATP5MGL
Q8NCR9	CLRN3
Q8IVM7	LINC00346
A0A1B0GVH6	C13orf42
A0A1B0GUA9	C13orf46
Q9P218	COL20A1
A2RUU4	CLPSL1
Q8N4T4	ARHGEF39
P59074	CHMP4BP1
Q8NHS4	CLHC1
Q9Y471	CMAHP
Q17RA5	C21orf62-AS1
A1IGU5	ARHGEF37
Q9H6L4	ARMC7
O43861	ATP9B
Q5K130	CLLU1OS
Q86WW8	COA5
Q6QEF8	CORO6
P59052	B3GALT5-AS1
Q67FW5	B3GNTL1
Q9H503	BANF2
Q8ND07	BBOF1
Q8IYS8	BOD1L2
Q6ZS62	COLCA1
A8K830	COLCA2
Q6UWE3	CLPSL2
A6NMY6	ANXA2P2
Q5T1B0	AXDND1
Q86X83	COMMD2
Q9H0A8	COMMD4
Q9NX08	COMMD8
Q9P299	COPZ2
Q9BPU9	B9D2
Q6ZUV0	ACOT7L
Q5SZJ8	BEND6
Q8N8E3	CEP112
P0C854	CECR9
Q5TEZ4	LINC01590
A8K010	LINC00473
Q5T0N1	CFAP70
Q9Y6Z2	LINC01558
Q9BRQ4	CFAP300
P0CG36	CFC1B
P0DMB2	C8orf88
P0DMQ9	C8orf89
Q96LL4	C8orf48
Q96N23	CFAP54
Q9BT09	CNPY3
Q8N129	CNPY4
Q96NU0	CNTNAP3B
Q8NAA6	C15orf53
A8K5M9	C15orf62
Q9H2U6	LINC00597
Q32M92	C15orf32
Q6ZRI6	C15orf39
Q96FX2	DPH3
Q8TE96	DQX1
P0CG22	DHRS4L1
P13762	HLA-DRB4
Q96DY2	IQCD
Q8IXS2	CCDC65
Q9H069	DRC3
A6NGE7	URAD
Q8IW00	VSTM4
Q8N398	VWA5B2
Q9H322	VCX2
Q9Y3C0	WASHC3
Q9NW82	WDR70
Q0P140	null
Q96NJ1	null
Q8N9W7	null
A6NDX4	null
A8MU10	null
A8MUN3	null
Q6ZSN1	null
O95070	YIF1A
Q6AWC8	null
A6NHS1	null
Q499Y3	null
P0C879	null
Q9BW85	YJU2
Q6ZR54	null
Q9P1C3	null
Q6ZT83	null
Q6ZSA8	null
Q6ZWC4	null
Q6ZVQ6	null
A8MWP4	null
Q86YH2	ZNF280B
O75290	ZNF780A
Q96M85	null
Q8IYB0	null
Q8NDZ9	null
Q96MF0	null
A8MU76	null
Q8N6K4	null
A8MWP6	null
Q8N3U1	null
A8MT66	null
A8MWA4	ZNF705E
A8MVS1	ZNF705F
Q8N9L7	null
A8MUU9	null
Q8N8F6	YIPF7
Q6ZRU5	null
Q9HBT8	ZNF286A
O75467	ZNF324
Q9H5J0	ZBTB3
Q6ZN57	ZFP2
Q9H898	ZMAT4
Q9H8X9	ZDHHC11
Q5PR19	null
Q8N1Y9	null
Q8TAT8	null
Q6UXQ8	null
Q9UFV3	null
Q6ZRN7	null
Q96NS1	YPEL4
Q6ZV60	LINC00173
Q6ZVL8	null
Q9UI25	null
O60688	YPEL1
Q96QA6	YPEL2
Q6ZPA2	null
Q9H6B1	ZNF385D
Q49AG3	ZBED5
Q8IZ13	ZBED8
Q9H0M4	ZCWPW1
Q6XCG6	null
Q8N9X3	LINC01356
Q6UXP9	null
Q9P1D8	null
Q8N8P6	null
Q5T750	XP32
Q2TBF2	WSCD2
Q5GH72	XKR7
A2RUG3	XKRY2
O14609	XKRY
P0C880	null
Q5THJ4	VPS13D
Q4G0F5	VPS26B
P63122	ERVK-8
Q86VZ2	WDR5B
Q8NEX5	WFDC9
Q8IUB5	WFDC13
P63120	ERVK-19
A2RRH5	WDR27
Q9C0J8	WDR33
Q5GH77	XKR3
Q5GH70	XKR9
P55808	XG
Q8IZU2	WDR17
Q6ZMY6	WDR88
Q6PJI9	WDR59
Q9Y4E6	WDR7
Q2NL98	VMAC
Q96JG6	VPS50
P0DPA2	VSIG8
Q9H1F0	WFDC10A
Q6PP77	XKRX
A0JD32	TRAV38-2DV8
A0A0B4J240	TRAV10
A0A0B4J248	TRAV1-1
A0A0B4J238	TRAV1-2
A0A0A6YYC5	TRAV14DV4
A0A0A6YYK6	TRAV16
A0A0B4J274	TRAV20
A0A0B4J279	TRAV21
A0A0B4J276	TRAV25
A0A087WT01	TRAV27
Q9UPX0	IGSF9B
A0A1B0GX68	TRBV2
A0A0K0K1B3	TRBV30
A0A576	TRBV3-1
A0A075B6T7	TRAV6
A0A075B6U4	TRAV7
A0A589	TRBV4-3
A0A578	TRBV5-1
A0A0C4DH59	TRBV5-4
A0A0A6YYJ7	TRAV8-3
A0A599	TRBV5-6
A0A0K0K1D8	TRBV6-1
P0DPF7	TRBV6-3
A0A0B4J245	TRAV12-1
A0A075B6T6	TRAV12-2
A0A0A6YYG2	TRBV6-6
A0A0B4J241	TRAV13-1
A0A0J9YX75	TRBV6-9
A0A1B0GXF2	TRBV7-2
A0A5B0	TRBV14
A0A1B0GX51	TRBV7-8
P04435	TRBV7-9
A0A0B4J1U6	TRBV9
A0A075B6N4	TRBV25-1
Q9BXU3	TEX13A
Q9BXU2	TEX13B
Q6UWH6	TEX261
Q2TAA8	TSNAXIP1
Q9P2K2	TXNDC16
A8MUK1	USP17L5
Q86TS7	LINC00643
Q8IYN6	UBALD2
O14562	UBFD1
P0DI82	TRAPPC2B
Q68CL5	TPGS2
Q8IYL2	TRMT44
P0C7H9	USP17L7
D6RBQ6	USP17L17
Q3ZAQ7	VMA21
Q86XT2	VPS37D
Q96IQ7	VSIG2
Q7Z5U6	WDR53
Q96S15	WDR24
Q9H6Y2	WDR55
Q8IUB2	WFDC3
Q9NX94	WBP1L
A6NGB9	WIPF3
Q9Y334	VWA7
A8MXK1	VSTM5
Q96N03	VSTM2L
Q2TAL6	VWC2
Q6VEQ5	WASH2P
Q641Q2	WASHC2A
Q5SRD0	WASHC2D
O15213	WDR46
Q8IWG1	WDR63
Q6ZQQ6	WDR87
Q64LD2	WDR25
Q658N2	WSCD1
Q8WTP9	XAGE3
Q8WWM1	XAGE5
Q8N9V3	WDSUB1
Q96NR7	WWC2-AS2
Q9BXE9	VN1R3
P63131	ERVK-7
P63129	ERVK-24
P63123	ERVK-18
Q8N0Z9	VSIG10
Q9H8Y1	VRTN
Q86VR7	VSIG10L
Q502W6	VWA3B
A6NLU5	VSTM2B
Q9H6R7	WDCP
Q86TI4	WDR86
Q96FK6	WDR89
Q8NA23	WDR31
Q6P2C0	WDR93
Q6UX68	XKR5
Q5GH73	XKR6
P63121	HERVK_113
Q9Y6I0	ERVK-6
Q9H977	WDR54
B1ANS9	WDR64
Q9BQY6	WFDC6
Q8TDU5	VN1R17P
P63119	ERVK-21
A6NCI4	VWA3A
Q5TIE3	VWA5B1
O94967	WDR47
Q8IUA0	WFDC8
Q7Z5H4	VN1R5
P63127	ERVK-9
P10265	ERVK-10
P63125	ERVK-25
A3KMH1	VWA8
B2RUY7	VWC2L
Q8N2E2	VWDE
P0DP72	VSIG10L2
Q2M389	WASHC4
A8MWX3	WASH4P
Q9NQA3	WASH6P
Q96KV7	WDR90
A6NE52	WDR97
Q5VTH9	WDR78
Q9Y2I8	WDR37
Q8IUB3	WFDC10B
Q8NEX6	WFDC11
Q8WWY7	WFDC12
P63124	HERV-K104
Q5JTN6	WDR38
Q5JSH3	WDR44
Q8IV35	WDR49
O75063	FAM20B
Q6P2D8	XRRA1
F5GYI3	UBAP1L
Q96MT0	null
Q8N9G6	null
Q6ZUT4	null
Q6ZSR3	null
Q6UXR6	null
Q6ZVH6	null
Q8N377	null
Q96EC8	YIPF6
Q0VFX4	null
P49750	YLPM1
A8MUI8	null
A8MV72	null
A6XGL0	YJEFN3
Q9H354	null
Q3C1V9	null
Q9H379	null
Q71RG6	null
Q8N7P7	null
Q7L0L9	null
A8MXQ7	null
Q5VSD8	null
Q9BWQ6	YIPF2
Q6ZVU0	null
Q6ZQT7	null
Q8NFD4	null
Q9UHU1	null
Q6ZSR6	null
Q96M66	null
Q6ZTK2	null
Q6ZRG5	null
Q6ZS49	null
Q6UXR8	null
Q6UXU0	null
Q8WTZ3	null
Q9Y6R6	ZNF780B
O43298	ZBTB43
Q9UDW3	ZMAT5
Q86VM9	ZC3H18
Q8NB50	ZFP62
Q9H0C1	ZMYND12
Q6ZNG0	ZNF620
Q9BSK1	ZNF577
Q5JNZ3	ZNF311
Q9P255	ZNF492
A8MXE2	null
Q9BRP9	null
Q6ZRX8	null
A8MXK9	null
Q8ND82	ZNF280C
A4D1E1	ZNF804B
Q96K62	ZBTB45
Q8N2G6	ZCCHC24
Q9NUD5	ZCCHC3
Q63HK3	ZKSCAN2
Q9UPT8	ZC3H4
Q5H9K5	ZMAT1
Q9HCL3	ZFP14
Q7RTV3	ZNF367
A6NP11	ZNF716
Q9BS31	ZNF649
A8K8V0	ZNF785
Q6ZSR9	null
Q9H521	null
Q6ZQY7	null
P59817	ZNF280A
A8MT70	ZBBX
P86452	ZBED6
Q9UJL9	ZFP69B
Q4V348	ZNF658B
Q8WW36	ZCCHC13
Q49AA0	ZFP69
Q7Z3I7	ZNF572
Q86YE8	ZNF573
Q9UK10	ZNF225
Q5SVZ6	ZMYM1
Q68DY1	ZNF626
Q2M3W8	ZNF181
Q96B54	ZNF428
Q6ZR52	ZNF493
P15622	ZNF250
O94892	ZNF432
Q96IR2	ZNF845
Q8TCN5	ZNF507
Q3SXZ3	ZNF718
Q6ZQV5	ZNF788P
Q8NEM1	ZNF680
Q14593	ZNF273
Q96GE5	ZNF799
Q6ZN08	ZNF66
Q6ZTI0	null
A1L4Q6	null
Q9UF83	null
A8MX80	null
Q8NAQ8	null
A8MZ25	null
A6NJY4	null
Q6ZR03	null
Q8N402	null
Q9NSJ1	ZNF355P
Q9Y2G7	ZFP30
Q96H79	ZC3HAV1L
O14771	ZNF213
P52738	ZNF140
Q9BX82	ZNF471
Q8TF50	ZNF526
Q6ZN79	ZNF705A
Q96LW1	ZNF354B
Q9NUA8	ZBTB40
O43345	ZNF208
P52746	ZNF142
Q8N966	ZDHHC22
Q8N554	ZNF276
Q9Y3M9	ZNF337
P08048	ZFY
Q8WV37	ZNF480
Q8NAP8	ZBTB8B
Q96SE7	ZNF347
Q9UNY5	ZNF232
Q8NCK3	ZNF485
Q6IV72	ZNF425
Q9UEG4	ZNF629
Q9ULM2	ZNF490
Q8N8L2	ZNF491
Q6ZNH5	ZNF497
Q9BRH9	ZNF251
Q9Y2P7	ZNF256
Q499Z4	ZNF672
Q8IYB9	ZNF595
Q86XU0	ZNF677
A6NN14	ZNF729
Q6NX49	ZNF544
P0C7X5	ZNF806
Q8N4W9	ZNF808
Q8IYN0	ZNF100
Q15929	ZNF56
Q9H707	ZNF552
A6NJL1	ZSCAN5B
P0CG00	ZSCAN5DP
Q96SZ4	ZSCAN10
Q17R98	ZNF827
Q5TEC3	ZNF697
P17030	ZNF25
Q969W1	ZDHHC16
Q6P3V2	ZNF585A
Q504Y3	ZCWPW2
Q8TBK6	ZCCHC10
P52737	ZNF136
Q6ZSB9	ZBTB49
Q5HYM0	ZC3H12B
Q5VIY5	ZNF468
P51786	ZNF157
Q2VY69	ZNF284
Q6ZN55	ZNF574
Q08AG5	ZNF844
P0CG23	ZNF853
Q5JVG8	ZNF506
Q6ZMS7	ZNF783
Q76KX8	ZNF534
A6NEH8	ZNF503-AS2
Q96N22	ZNF681
Q8NE65	ZNF738
Q6ZS27	ZNF662
P17021	ZNF17
Q6ZN06	ZNF813
Q9H7M6	ZSWIM4
Q96NG5	ZNF558
Q8IW36	ZNF695
Q86XI8	ZSWIM9
Q9H4T2	ZSCAN16
Q8N9K5	ZNF565
Q7L2R6	ZNF765
Q96NI8	ZNF570
Q9Y5V0	ZNF706
Q7L3S4	ZNF771
Q9NX65	ZSCAN32
Q96MP5	ZSWIM3
Q86U90	YRDC
Q8WZ26	null
Q5TC79	ZBTB37
Q8N567	ZCCHC9
Q8N8Y5	ZFP41
Q6ZST2	ZCCHC23
Q5TFG8	ZC2HC1B
Q06730	ZNF33A
Q9UK11	ZNF223
P61129	ZC3H6
Q7L945	ZNF627
Q96H40	ZNF486
Q5T0B9	ZNF362
A6NFI3	ZNF316
Q96PQ6	ZNF317
Q96IT1	ZNF496
Q8IVC4	ZNF584
O60304	ZNF500
O14628	ZNF195
Q8N8C0	ZNF781
Q8NA42	ZNF383
Q5SXM1	ZNF678
O75373	ZNF737
Q86T29	ZNF605
P17038	ZNF43
Q9ULD9	ZNF608
P0C7X2	ZNF688
Q86TJ5	ZNF554
O43361	ZNF749
A6NGD5	ZSCAN5C
Q6PF04	ZNF613
Q3ZCX4	ZNF568
Q9C0D3	ZYG11B
P0CI00	ZNF705B
Q96IR3	null
Q6UXV3	null
Q5BKY6	null
Q6AW86	ZNF324B
Q86Y25	ZNF354C
Q6AHZ1	ZNF518A
Q6NZY4	ZCCHC8
Q52M93	ZNF585B
Q86XD8	ZFAND4
Q96GR4	ZDHHC12
P52743	ZNF137P
Q9C0D7	ZC3H12C
Q6ECI4	ZNF470
Q8TAU3	ZNF417
Q8N7M2	ZNF283
Q14585	ZNF345
Q6S9Z5	ZNF474
Q9UJW8	ZNF180
O43257	ZNHIT1
Q9ULD5	ZNF777
Q8N859	ZNF713
Q8N8Z8	ZNF441
Q6P9A1	ZNF530
Q8TF20	ZNF721
Q6ZMV8	ZNF730
Q96JL9	ZNF333
Q9H7X3	ZNF696
P58317	ZNF121
Q6ZNC4	ZNF704
Q9H5H4	ZNF768
Q6ZNA1	ZNF836
A8MUZ8	ZNF705G
P0CG31	ZNF286B
A6NP61	ZAR1L
O75132	ZBED4
Q5SVQ8	ZBTB41
Q9UPR6	ZFR2
Q96EF9	ZHX1-C8orf76
Q8N8J6	ZNF615
Q6ZSS3	ZNF621
Q14588	ZNF234
Q8NAF0	ZNF579
Q2M218	ZNF630
Q9P2F9	ZNF319
A2RRD8	ZNF320
Q96N77	ZNF641
O14709	ZNF197
P98182	ZNF200
A6NHJ4	ZNF860
Q8N7Q3	ZNF676
Q6DD87	ZNF787
A8MT65	ZNF891
Q8N0V1	ZNF295-AS1
Q86UE3	ZNF546
Q96MX3	ZNF48
Q6ZRF7	ZNF818P
Q8NEP9	ZNF555
Q9UC06	ZNF70
Q15973	ZNF124
Q5HY98	ZNF766
A8MXY4	ZNF99
Q7Z3V5	ZNF571
Q6IQ21	ZNF770
Q16670	ZSCAN26
Q86W11	ZSCAN30
Q6NX45	ZNF774
P0CH99	ZNF705D
Q96FA7	ZBED6CL
Q9BTK2	null
Q96C00	ZBTB9
Q86YA3	ZGRF1
P0CG32	ZCCHC18
Q8NCP5	ZBTB44
Q8WYQ9	ZCCHC14
Q9UL58	ZNF215
Q53FD0	ZC2HC1C
Q96C55	ZNF524
Q9BWM5	ZNF416
Q9UDV7	ZNF282
A6NM28	ZFP92
Q8N2I2	ZNF619
Q9P2J8	ZNF624
B1APH4	ZNF487
Q96K58	ZNF668
Q9BS34	ZNF670
P17032	ZNF37A
O60384	ZNF861P
Q8NCA9	ZNF784
C9JN71	ZNF878
Q96JF6	ZNF594
Q86UD4	ZNF329
B4DXR9	ZNF732
P17014	ZNF12
Q6AZW8	ZNF660
Q2TB10	ZNF800
Q14592	ZNF460
Q9BUG6	ZSCAN5A
Q6ZT77	ZNF826P
Q8NC26	ZNF114
Q8TBZ8	ZNF564
Q8TBC5	ZSCAN18
P51815	ZNF75D
Q96NB3	ZNF830
Q6WRX3	ZYG11A
P17019	ZNF708
Q96BV0	ZNF775
Q9UI54	null
Q1A5X7	WHAMMP3
Q06250	WT1-AS
Q6ZTC4	null
Q5W150	null
Q9H321	VCX3B
O14598	VCY
Q6Q795	null
Q6ZRP5	null
Q9UI72	null
A6NLC8	null
Q8N9P0	null
Q6ZS46	null
Q6ZSV7	null
Q9UHT4	null
Q8NBF4	null
A4D1N5	null
Q6ZRM9	null
Q75L30	null
Q8N976	null
Q9BZS9	null
Q8N814	null
Q9HAA7	null
Q6IPR3	TYW3
P0CB48	UBTFL6
Q9H8V8	null
A8MVM7	null
Q6ZS92	null
Q6ZQT0	null
A6NC05	C5orf63
Q8TAG6	VXN
A8MPS7	YDJC
Q8NA96	null
Q6NUM6	TYW1B
P0CB47	UBTFL1
Q9NWZ5	UCKL1
A0A1B0GUX0	ATP6V1FNB
Q52LC2	ATP6AP1L
Q9HCJ6	VAT1L
Q08AN1	ZNF616
Q96BR9	ZBTB8A
Q9C0A1	ZFHX2
Q5EBL2	ZNF628
Q9NR11	ZNF302
Q96MN9	ZNF488
Q99676	ZNF184
O75820	ZNF189
Q68DI1	ZNF776
O75437	ZNF254
Q3MIS6	ZNF528
Q5T619	ZNF648
P0CJ78	ZNF865
Q8IYX0	ZNF679
Q9Y3S2	ZNF330
P0CB33	ZNF735
Q3KP31	ZNF791
Q9H7R5	ZNF665
Q8TAF7	ZNF461
Q7Z340	ZNF551
Q5VV52	ZNF691
A7E2V4	ZSWIM8
Q3KNS6	ZNF829
Q9H3Z7	ABHD16B
O94929	ABLIM3
A0PJZ0	ANKRD20A5P
Q4LEZ3	AARD
Q8WWZ4	ABCA10
P86434	ADORA2A-AS1
Q8TB40	ABHD4
Q8TDG2	ACTRT1
Q6NUN0	ACSM5
Q6P461	ACSM6
Q8N6N7	ACBD7
Q9Y305	ACOT9
P07311	ACYP1
Q8TC94	ACTL9
Q8NC06	ACBD4
Q3I5F7	ACOT6
Q9BYX7	POTEKP
Q9H6R3	ACSS3
Q5VUY0	AADACL3
Q8TC27	ADAM32
Q8IUA7	ABCA9
Q96I13	ABHD8
Q4L235	AASDH
Q9BYD9	ACTRT3
Q9UKF2	ADAM30
Q3LIE5	ADPRM
A6NCL7	ANKRD33B
Q9NU02	ANKEF1
O95626	ANP32D
Q8TF21	ANKRD24
A2A2Z9	ANKRD18B
Q400G9	AMZ1
Q86W34	AMZ2
A6QL64	ANKRD36
Q9BZ19	ANKRD60
Q8N283	ANKRD35
Q8IV38	ANKMY2
Q9UPM8	AP4E1
Q9ULJ7	ANKRD50
Q2VPB7	AP5B1
Q9NUS5	AP5S1
Q6P6B7	ANKRD16
Q6AI12	ANKRD40
E9PGG2	ANHX
P60006	ANAPC15
O43299	AP5Z1
Q9BPW4	APOL4
Q6NSI1	ANKRD26P1
A6NC57	ANKRD62
Q8N7Z5	ANKRD31
Q7Z713	ANKRD37
Q96BM1	ANKRD9
Q96N21	TEPSIN
Q8IVJ8	APRG1
Q6DCA0	AMMECR1L
Q6UB98	ANKRD12
Q6ZTN6	ANKRD13D
C9JTQ0	ANKRD63
E5RJM6	ANKRD65
Q96LR9	APOLD1
Q9BWW9	APOL5
O95704	APBB3
A6NM10	AQP12B
Q9NXW9	ALKBH4
Q9BXX2	ANKRD30B
Q9Y587	AP4S1
Q92527	ANKRD7
Q96IL0	APOPT1
Q6H8Q1	ABLIM2
Q6ZNF0	ACP7
P20848	SERPINA2
Q96SE0	ABHD1
Q9NUQ8	ABCF3
P0DKL9	ARL14EPL
Q8N961	ABTB2
Q9NUZ1	ACOXL
Q4AC99	ACCSL
Q8WW27	APOBEC4
Q8NHS2	GOT1L1
Q8NF67	ANKRD20A12P
Q6UXT9	ABHD15
Q9BTE6	AARSD1
Q96P50	ACAP3
Q7Z5M8	ABHD12B
Q7L8J4	SH3BP5L
Q969T7	NT5C3B
Q5TYW2	ANKRD20A1
Q4W5N1	ABCA11P
Q5FVE4	ACSBG2
Q7L211	ABHD13
Q6IQ32	ADNP2
Q86TW2	ADCK1
Q0VDE8	ADIG
C9J069	AJM1
Q8NCV1	ADAD2
Q6NVV9	ADAM5
Q5VUY2	AADACL4
Q8TF27	AGAP11
P55198	MLLT6
Q5VTM2	AGAP9
Q9H0P7	AGPAT4-IT1
Q5TGY3	AHDC1
A6NIR3	AGAP5
Q8IZF3	ADGRF4
Q86SQ6	ADGRA1
Q5JWF8	ACTL10
Q8N7X0	ADGB
Q3MIX3	ADCK5
Q8IZF5	ADGRF3
Q96EY9	ADAT3
Q5VW22	AGAP6
P0C7M7	ACSM4
C9JUS6	ADM5
Q9Y3Q7	ADAM18
O43506	ADAM20
Q7Z7M1	ADGRD2
Q8TDY3	ACTRT2
Q96P64	AGAP4
Q96P47	AGAP3
Q86SQ3	ADGRE4P
Q68CK6	ACSM2B
Q5T1N1	AKNAD1
Q9Y6Z5	AFDN-DT
Q8IZF7	ADGRF2
Q5VUJ5	AGAP7P
Q6UXC1	MAMDC4
Q5T2L2	AKR1C8P
Q6P093	AADACL2
Q6GMV1	ALG1L
Q96L96	ALPK3
C9J202	ALG1L2
Q9UKJ8	ADAM21
Q3KRA9	ALKBH6
Q8N8R7	ARL14EP
A8MUL3	ADARB2-AS1
Q8IZF6	ADGRG4
Q53H64	ANKRD40CL
Q86WK7	AMIGO3
P0C6C1	ANKRD34C
Q7Z5J8	ANKAR
Q8IVF6	ANKRD18A
A6NFN9	ANKUB1
Q8N8A2	ANKRD44
Q5CZ79	ANKRD20A8P
Q9H560	ANKRD19P
Q9NXR5	ANKRD10
Q9P2G1	ANKIB1
Q719I0	AHSA2P
P0CW23	AKAIN1
Q8NB46	ANKRD52
Q96K78	ADGRG7
O43423	ANP32C
Q7Z6R9	TFAP2D
Q8N944	AMER3
Q69YU3	ANKRD34A
Q86YJ7	ANKRD13B
Q8N2N9	ANKRD36B
Q5VYY1	ANKRD22
Q495B1	ANKDD1A
A6NHY2	ANKDD1B
B4E2M5	ANKRD66
Q5TZF3	ANKRD45
Q8N6M5	ALLC
A6NGH8	ANKRD61
Q8IZF4	ADGRG5
Q8N957	ANKFN1
Q96IX9	ANKRD36BP1
Q96GX2	ATXN7L3B
Q9H7C9	AAMDC
U3KPV4	A3GALT2
Q0P651	ABHD18
Q9BUJ0	ABHD14A
Q5T5F5	ADAMTSL4-AS1
Q96IU4	ABHD14B
Q5SQ80	ANKRD20A2
Q5VUR7	ANKRD20A3
Q8IZ83	ALDH16A1
A7E2S9	ANKRD30BL
Q4UJ75	ANKRD20A4
O15033	AREL1
Q5VXU3	CHIC1
Q86TY3	ARMH4
Q5H9R4	ARMCX4
Q6P1M9	ARMCX5
Q5T2E6	ARMH3
Q8N7S6	ARIH2OS
Q5T9G4	ARMC12
A6NNV3	SPDYE16
Q6RVD6	SPATA8
A6NJR5	null
Q76KD6	SPATC1
P22532	SPRR2D
Q96PI1	SPRR4
Q6PJ21	SPSB3
Q96N06	SPATA33
Q9Y2L5	TRAPPC8
P59282	TPPP2
P0CL84	STAG3L2
Q8NBB2	ST20-AS1
E0CX11	STMP1
Q8N4C7	STX19
A6NGJ6	TRIM64
Q86UV7	TRIM73
Q86UV6	TRIM74
A6NK02	TRIM75P
I1YAP6	TRIM77
Q7Z2T5	TRMT1L
Q9UBS9	SUCO
Q8NHX4	SPATA3
